label,text,text_proc
half-true,"Sen. Johnny Isakson voted for a trade agreement, with China costing Georgia 93,000 jobs.",sen johnny isakson voted trade agreement china costing georgia num_token jobs
true,"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.",last year borrowed num_token trillion num_token cents every dollar spent half debt held foreign investors
barely-true,I left the city with $43 million in the bank.,left city num_token million bank
barely-true,"Marijuana is a Schedule I drug, which you understand means that you cant do any research about it.",marijuana schedule drug understand means cant research
barely-true,Ive been reducing the number of Democratic Texas Senate committee chairs since I came in as lieutenant governor.,ive reducing number democratic texas senate committee chairs since came lieutenant governor
false,The only time government employment has gone down during a recession has been under me.,time government employment gone recession
true,"The barber regulation here in Missouri is 10,000 words long.the book of Revelation is (also) 10,000 words long.",barber regulation missouri num_token words long book revelation also num_token words long
true,Says he cut taxes by more than $600 million when he wasgovernor.,says cut taxes num_token million wasgovernor
half-true,The health care reform law offset[s] 6 years of benefits with 10 years of tax increases.,health care reform law offset num_token years benefits num_token years tax increases
barely-true,"Dan Webster supports privatization of Social Security, deep cuts in Social Security.",dan webster supports privatization social security deep cuts social security
half-true,The Pentagon under the Obama administration has just acknowledged seizing and burning the privately owned Bibles of American soldiers serving in Afghanistan.,pentagon obama administration acknowledged seizing burning privately owned bibles american soldiers serving afghanistan
true,Says Marco Rubio voted against the bipartisan Violence Against Women Act.,says marco rubio voted bipartisan violence women act
false,Says the government wants to require farm tractor drivers to hold commercial drivers licenses even if theyre just crossing a single public road.,says government wants require farm tractor drivers hold commercial drivers licenses even theyre crossing single public road
false,"In Minnesota, well over 6,200 election-day registrations from 2008 proved fraudulent.",minnesota well num_token election day registrations num_token proved fraudulent
mostly-true,Says John Loughlin voted to let people accused of domestic violence keep their guns.,says john loughlin voted let people accused domestic violence keep guns
mostly-true,The state of Florida has seen double-digit drops in alcohol use among teens.,state florida seen double digit drops alcohol use among teens
